sender,receiver,value
DANIELA,RODRIGO,78153
DANILO,GUILHERME,58020
PAULA,DANILO,14274
LUCIANO,RAIMUNDO,52033
RITA,ANDREIA,29432
MATEUS,HENRIQUE,27245
RAIMUNDO,CLAUDIO,98829
GABRIEL,FATIMA,59168
VICTOR,TIAGO,54482
ANDRESSA,BRUNO,1423
LUCIA,FERNANDO,96491
ROSANA,CLAUDIO,61101
JANAINA,VIVIANE,42752
DOUGLAS,DANILO,85995
MARCIO,THIAGO,86908
MAURICIO,BEATRIZ,33456
JOSEFA,BRUNO,43382
DENISE,FLAVIA,20030
JEFERSON,FRANCISCA,33369
NATALIA,LUIZA,86617
ALESSANDRO,RAIMUNDO,79950
BENEDITO,DANIELE,50516
JONAS,WILLIAN,2796
CARLOS,CAIO,42716
CLAUDIO,LUCAS,86840
TANIA,RENATA,40348
JULIO,NELSON,37948
GILBERTO,MONICA,15553
ROSANGELA,LUIZ,38752
ELIANA,ALINE,57072
DANIELE,VALDIR,61779
WILSON,MANOEL,78714
GUILHERME,MANOEL,21264
VICTOR,JULIO,4716
ROSA,MARIO,99193
FATIMA,EDNA,63180
VINICIUS,FRANCISCO,39360
RONALDO,OSVALDO,11763
EVERTON,CLAUDIA,7878
ANTONIO,LETICIA,54480
CELIA,CICERO,78892
DIOGO,CICERO,2463
ADRIANO,ROGERIO,53397
MARIO,MAURO,26567
CAROLINE,MAURICIO,90859
FABRICIO,FRANCISCA,88129
SIMONE,CLAUDIA,18554
CRISTINA,SAMUEL,48128
CRISTINA,DANIELE,80778
ROSA,MARCO,43896
TIAGO,SEBASTIAO,82074
PAULA,RENATA,99033
VALDIR,CAROLINE,19796
FLAVIA,ELIAS,88535
MARIA,SABRINA,74781
SABRINA,ROSA,13655
MARLI,LUIZA,47498
SIMONE,LAURA,59767
FABIANA,APARECIDA,21311
MARIO,FRANCISCA,68375
GILBERTO,ADILSON,96505
VALERIA,ROSA,99005
SARA,TAIS,72547
RAFAEL,LUCIA,36342
ANDREA,JOAO,85578
MARCO,VANESSA,44142
RENAN,CRISTINA,14909
BEATRIZ,ROBERTO,18522
DIOGO,SEVERINO,80377
MANUEL,ADRIANA,40382
EDSON,ANA,54310
SANDRA,MARINA,33273
DANIELA,JOSE,66995
PAULA,HELENA,7706
ANTONIO,DANIELE,83249
ANA,ANTONIO,47168
DANIEL,ALINE,44777
SOLANGE,FABIANA,63226
TAIS,DANIEL,10288
DIOGO,MARIANA,23314
VALDIR,MARINA,55782
MANOEL,LUCIANO,19906
VITOR,CAROLINE,24395
GABRIEL,CLAUDIO,21266
BRUNO,JOANA,48573
ALINE,ELIANA,10673
LUAN,FERNANDA,45075
JORGE,ROSA,99657
LUIZ,MAURO,87082
SUELI,ELIANE,30098
DIOGO,MANOEL,16597
WILSON,BENEDITO,24736
THAIS,RICARDO,48781
RODRIGO,RENAN,27835
MARLI,VITORIA,2667
JOSE,ALEXANDRE,9674
WILLIAN,TAIS,96611
CELIA,CAROLINE,73232
MATEUS,ISABELA,41893
LUANA,EDUARDO,46186
PAULO,CARLA,38699
IGOR,VALERIA,22264
VICTOR,REGINA,70677
NATALIA,FATIMA,20310
MAURO,APARECIDA,3800
JORGE,MANUEL,55439
LAURA,MATHEUS,18316
JOAO,FLAVIA,1604
MATEUS,RICARDO,85476
MARLENE,CAIO,7498
VIVIANE,EDUARDO,90809
RAFAEL,ROSA,48110
PAULO,RENAN,29122
VANESSA,MANUEL,23231
NATALIA,JULIANA,48390
ALAN,SEBASTIAO,12445
ROBERTO,SEBASTIAO,18776
CRISTIANO,SEVERINO,70496
EVERTON,ISABELA,96665
TAIS,LUAN,634
MATHEUS,ALEXANDRE,8962
JONAS,LAURA,41904
RITA,HELENA,83390
LUCAS,EDUARDO,79065
BRUNA,MIGUEL,87463
SAMUEL,ROGERIO,35675
GILMAR,FLAVIO,89688
LAURA,JOAO,27572
GUILHERME,EDSON,118
FRANCISCA,PATRICIA,77456
LETICIA,ALEX,80142
JULIANA,CAROLINE,44757
GILBERTO,FRANCISCA,32448
FABIANO,ANDERSON,76879
RENATO,EDUARDO,46869
BRUNO,MAURICIO,54087
VITORIA,ALAN,54582
ISABELA,FABIANA,68971
ALAN,JORGE,78994
MICHELE,CRISTINA,11663
LUIZA,RENAN,72406
FATIMA,LUIZ,65680
MARIANA,GUILHERME,39249
LEANDRO,ANTONIO,8470
VALERIA,PAULO,58668
EDNA,EDUARDO,30753
CELIA,LEANDRO,5390
PAULA,JULIA,70454
DANIELE,WILLIAN,63382
DENISE,MARINA,1009
MIGUEL,GILMAR,10500
OSVALDO,LUIZ,21026
ANTONIO,LUCIANO,69742
FABIANA,ALICE,6984
ANDREA,CAIO,84837
VITOR,TANIA,63944
OSVALDO,SUELI,15912
RAIMUNDO,WILLIAN,69592
CAROLINA,ANTONIA,97007
MARIANA,RENATO,52681
SIMONE,DANIEL,732
ANDREA,ROSANA,97297
MATEUS,DEBORA,34982
FERNANDA,ALICE,2455
JOSEFA,ANDERSON,36349
SEVERINO,FABRICIO,98660
VIVIANE,RENATO,25668
CAROLINE,CAMILA,41489
REGINA,FRANCISCA,66362
ANDRESSA,MARINA,84047
FERNANDA,MARCIO,84639
SEVERINO,VITORIA,49573
VITOR,ANDREA,13489
NELSON,BIANCA,22267
ANDRE,ROBERTO,46752
FRANCISCO,GILBERTO,74222
ROBERTO,MARCOS,33797
GUILHERME,VALDIR,42167
VINICIUS,RICARDO,20150
THAIS,CRISTIANE,26113
RENATA,ELIANE,77807
MARLENE,LUCIANA,94526
EDSON,MARCO,53260
ELAINE,LUCAS,77662
CLAUDIA,DANILO,67442
JAQUELINE,SAMUEL,55607
ROBERTO,LAURA,56955
CELIA,VALERIA,69174
RICARDO,VITORIA,64739
DEBORA,LUCIANA,22654
ISABEL,GILMAR,86808
ANDREIA,TEREZA,54526
LUZIA,CELIA,35501
IGOR,OSVALDO,5564
ELAINE,LUCIANO,39405
JOSEFA,SONIA,13836
VITOR,VITORIA,82150
MARLI,FATIMA,30727
SILVIA,SERGIO,56116
LUCIANO,ELAINE,82068
RAIMUNDO,RAFAEL,46630
MARCOS,LUAN,63904
MONICA,ANDREA,25849
MAURO,NELSON,48910
MANOEL,EDUARDO,98724
GUSTAVO,NATALIA,44616
LUIS,LUANA,64486
ELAINE,VITORIA,5363
JULIO,ELAINE,18580
ELAINE,ADRIANA,6453
BIANCA,JOAO,76776
REGINALDO,MARLENE,54577
PRISCILA,CAMILA,39431
SERGIO,LUIS,42109
LEANDRO,VICTOR,53656
MONICA,PAULO,53762
CRISTIANO,DAVID,44694
CRISTIANE,DANIELE,48550
FLAVIO,HELENA,28803
MARIO,ALESSANDRO,70309
MARCOS,GUSTAVO,7472
THIAGO,RITA,9897
DOUGLAS,SEBASTIAO,14343
DENISE,TATIANE,11145
RITA,JAIR,76462
ANTONIO,ALEXANDRE,26140
JANAINA,RENAN,42371
SARA,MANUEL,76947
SEVERINO,MIGUEL,43014
JANAINA,EDNA,78683
ADRIANA,RAFAELA,21752
VITOR,TEREZA,11491
DANILO,ROSA,99991
GILSON,MARIA,77756
TIAGO,REGINA,74520
LETICIA,WILLIAN,38500
AMANDA,DIOGO,24167
PRISCILA,LUCIANA,68
JORGE,ALAN,73832
AMANDA,EDUARDO,67273
FLAVIO,CAROLINE,93717
FRANCISCO,GILSON,89330
RITA,ANTONIA,50353
HENRIQUE,ALESSANDRO,28021
RITA,BEATRIZ,32450
CLAUDIA,RONALDO,44894
NATALIA,ALICE,78460
MAURO,ISABELA,39905
CARLOS,JESSICA,18470
RAIMUNDA,TAIS,70713
ROBERTO,DAVID,87207
FATIMA,RENATO,58640
MARCIO,APARECIDA,53914
EVERTON,VINICIUS,5901
LUCIA,ELIANA,63384
RENATA,MARLENE,71580
VANESSA,VITOR,55952
RAQUEL,RAFAEL,1131
MATHEUS,MARCIA,12514
HENRIQUE,EDSON,37434
VICTOR,CRISTIANE,63011
SILVIA,BRUNO,27199
VALERIA,VANESSA,15807
MARLENE,CRISTINA,3897
ELIAS,LUCIANA,59883
SERGIO,DANILO,9747
ALESSANDRO,RAQUEL,1663
MARLENE,VANESSA,75812
LUIZ,EMERSON,10907
MANOEL,ALEX,93669
APARECIDA,CAROLINE,53551
DAVID,CLAUDIA,44337
MAURICIO,TANIA,48357
REGINALDO,GILBERTO,31091
JOAQUIM,ADILSON,65845
MARLI,RONALDO,75800
DANIELA,VICTOR,8166
LUAN,JOANA,59331
VERA,JAQUELINE,33280
LUCIANO,CRISTINA,18114
FABIANO,ROBERTO,10605
FELIPE,MIGUEL,55153
GERALDO,VANESSA,23211
HELENA,LAURA,61813
LEANDRO,SILVIA,42365
LUZIA,SEBASTIAO,54889
LARISSA,VERA,40032
DIEGO,FLAVIO,10293
DAIANE,SANDRA,39927
FRANCISCO,TATIANE,92220
ALEXANDRE,LEONARDO,7533
BENEDITO,JULIA,38658
SANDRA,JONAS,67010
BRUNO,VITOR,67971
VERA,MANOEL,91284
FLAVIO,RAIMUNDO,60186
REGINALDO,CRISTIANO,7496
FLAVIA,JAIR,25577
EVERTON,TIAGO,95760
CRISTIANE,MARINA,65005
NELSON,NATALIA,69192
CAROLINE,LAURA,59396
MARCIO,ANDRE,60350
GABRIEL,DANIEL,90423
MARCIA,FABIANA,36664
GABRIELA,LUIZA,13037
EVERTON,DAVID,33073
CRISTIANE,RENAN,21578
GUSTAVO,MARIO,94729
VALERIA,ELIAS,76830
SOLANGE,RITA,36466
CAROLINA,ALAN,69905
VIVIANE,SOLANGE,13184
MARIA,ELAINE,22017
TATIANE,CRISTINA,53221
EDUARDO,WILLIAN,66859
TATIANE,DENISE,52472
ELAINE,VIVIANE,51212
CRISTIANE,ANA,12443
RODRIGO,VITORIA,69120
MARLENE,EMERSON,92504
GUILHERME,RODRIGO,86210
RAFAEL,SOLANGE,5803
PATRICIA,RENATO,41894
SIMONE,VINICIUS,40331
RENATO,MARCELO,86531
BRUNO,PEDRO,29756
FRANCISCA,MICHELE,59890
TATIANE,ALICE,62097
VIVIANE,JAQUELINE,71338
FABIANA,SUELI,93395
JULIA,MARCIO,12795
FABIANO,OSVALDO,83473
MANOEL,ANTONIO,30204
RENAN,SABRINA,58733
PRISCILA,PAULA,79300
REGINA,FABIANA,65127
RAIMUNDO,MARTA,98079
LUCIA,CAIO,71139
JOAQUIM,FABIANA,592
DOUGLAS,DANILO,39551
ADRIANO,TEREZINHA,57698
FRANCISCO,MARCIA,78554
PAULO,JOSE,78343
ROSANGELA,PAULA,22884
LUZIA,ANDREA,58211
DIEGO,CICERO,77162
GILBERTO,VALDIR,21180
ROGERIO,ROSANA,54221
EMERSON,ROGERIO,98855
TATIANE,RODRIGO,29466
DIOGO,NELSON,20714
VALDIR,JEFERSON,74412
WILLIAN,WESLEY,72534
CRISTIANO,GUSTAVO,90363
FLAVIA,THAIS,66857
TEREZA,ANDRESSA,85793
JEAN,MARINA,51478
MIGUEL,CICERO,54093
SOLANGE,ROBSON,53770
DIEGO,CAROLINA,52699
RODRIGO,FRANCISCO,28278
SANDRA,ADRIANA,98318
HENRIQUE,CRISTIANO,63431
EDNA,MIGUEL,40826
FABIANO,ROSA,34740
CRISTIANO,IGOR,52903
ALESSANDRA,FABIANA,20972
LUCAS,ALESSANDRA,23692
VALERIA,RAIMUNDA,1930
DAVI,VALDIR,6444
GILBERTO,MANOEL,78644
MONICA,RITA,71212
RAFAEL,LETICIA,92238
RENATO,SAMUEL,64317
ALESSANDRO,THAIS,80501
TATIANE,GABRIELA,90220
VANESSA,HENRIQUE,39610
FABIANO,SARA,32745
RODRIGO,ELIANA,95967
GILSON,MARIO,74893
ELIANE,RONALDO,48108
AMANDA,LEANDRO,42640
GUSTAVO,VITORIA,12313
RAIMUNDO,SABRINA,71509
ROSANA,LEANDRO,99052
JOAQUIM,VITOR,73367
MARCELO,REGINALDO,2482
MAURO,HELENA,25517
FABIANA,ROBERTO,50969
DIEGO,RAQUEL,80831
FERNANDA,VERA,7396
TEREZA,THAIS,26244
SEVERINO,SAMUEL,46974
GABRIELA,LAURA,20266
NELSON,RAQUEL,36484
LEONARDO,MARTA,47991
CRISTIANE,PRISCILA,80764
MIGUEL,DANIELE,35598
ELIANE,ANTONIO,39628
JOSE,TIAGO,72874
DAVI,MATEUS,61101
LEANDRO,JULIO,598
MIGUEL,LUIZA,25507
VICTOR,SANDRA,98227
TIAGO,LEANDRO,42741
VINICIUS,MARCIO,66379
ADRIANA,MIGUEL,15885
LUIZA,FRANCISCA,61541
ALAN,CRISTINA,25738
LUZIA,DIEGO,76911
MARLENE,PATRICIA,40454
DIOGO,LUAN,33925
ELAINE,SILVIA,66868
IGOR,ISABELA,75409
HENRIQUE,LUIS,38977
ROSANGELA,BARBARA,65432
DOUGLAS,DAVID,25272
FERNANDO,NATALIA,44753
JEFERSON,MARCIA,75527
BRUNO,ANGELA,49118
ADRIANO,DAVI,86257
TIAGO,SAMUEL,87720
PRISCILA,LUIS,9065
TEREZA,RONALDO,27369
LUIS,BRUNA,82937
EDUARDO,DAVID,94531
SAMUEL,FRANCISCO,9078
DIEGO,RONALDO,72080
CLAUDIA,CICERO,27869
FRANCISCO,LAURA,12777
RENATO,JOAQUIM,35828
MICHELE,BENEDITO,69819
EDSON,ANDREA,69968
MARCIA,VALDIR,88093
JULIA,RAIMUNDA,43187
HENRIQUE,ANDRE,88533
FERNANDO,RAFAEL,28200
SANDRA,ALESSANDRO,38020
FRANCISCO,GABRIEL,12658
VALERIA,ALICE,45770
FERNANDA,MATEUS,56090
ANDREA,VANESSA,43196
ELAINE,HENRIQUE,15682
VALDIR,RITA,34052
DANIEL,BIANCA,14817
ANDERSON,APARECIDA,45575
ROSANA,PAULA,84329
ADRIANO,EVERTON,79591
ALAN,ALEXANDRE,58813
RAIMUNDO,SEBASTIAO,60786
JAIR,DANILO,27752
DANIELA,CLAUDIA,23444
FERNANDA,ISABELA,63050
MARCIO,ELAINE,19207
FERNANDA,DAVI,39493
LUIZ,JORGE,11159
DANIELA,GABRIEL,34660
TEREZINHA,DENISE,77102
SAMUEL,ALAN,66386
ANDREIA,GUSTAVO,5027
LEONARDO,GILSON,16210
WESLEY,LUIZA,44586
SILVANA,RODRIGO,99140
JAIR,FELIPE,19230
DEBORA,ROBSON,70897
GERALDO,LETICIA,84933
MARLI,LARISSA,58452
BRUNO,FRANCISCA,43933
JULIANA,VALDIR,97996
ELIANA,IGOR,97523
DOUGLAS,MICHELE,90340
MARLENE,FLAVIO,9509
ELIAS,CAIO,61517
FLAVIA,ROBERTO,92458
GILMAR,FABIO,66935
DANIEL,ROSA,13496
MARCIO,TATIANE,55655
TATIANE,LUIS,82286
JULIANA,RAQUEL,92362
FRANCISCO,LUZIA,49168
SARA,BRUNO,6087
SANDRA,GUSTAVO,83329
FELIPE,DEBORA,31229
MIGUEL,VITOR,97954
ALEX,JULIO,80185
ANDRE,DAVI,45017
MARLI,ELIANE,57703
ELAINE,CELIA,67384
MICHELE,ROGERIO,27560
EDSON,MARLI,3007
RAQUEL,WILSON,60931
ALESSANDRA,TEREZINHA,79055
ANA,NELSON,20562
PRISCILA,CAIO,36176
JOAO,TIAGO,3930
SIMONE,FELIPE,14301
LAURA,OSVALDO,25390
FRANCISCO,JOAO,44383
RITA,DOUGLAS,73683
RAFAELA,ALESSANDRA,64145
JEAN,FELIPE,35287
ANA,MARINA,44943
ANA,BENEDITO,77862
MARCIO,JANAINA,80464
ANDREA,RODRIGO,24660
RENAN,CARLA,88046
GUILHERME,CARLA,50052
TEREZA,JONAS,44581
BRUNO,MARCIO,5366
RENATO,FABRICIO,39391
MARCIA,ROBERTO,2102
JOAQUIM,GILSON,92462
LUCIANO,MATEUS,18775
GILMAR,RAQUEL,1418
MICHELE,REGINALDO,37024
IGOR,ELIAS,25738
DENISE,TAIS,26329
MARIANA,JAIR,94915
GILBERTO,PRISCILA,88843
EDNA,VALERIA,97281
JOANA,TAIS,25957
JONAS,FRANCISCO,68489
JAQUELINE,CARLOS,72474
GILMAR,JEAN,76700
LUIZA,GILMAR,581
MARCIA,FLAVIO,31925
FERNANDO,CARLOS,20714
VITORIA,LEANDRO,86601
JOAO,JULIA,11596
ADRIANO,PEDRO,55156
MARCIO,SEBASTIAO,40031
JOAQUIM,TATIANE,89062
OSVALDO,FRANCISCO,29479
DIEGO,LUIZA,67885
CRISTIANO,CAROLINE,58635
VICTOR,RODRIGO,41144
FLAVIO,BEATRIZ,86934
FERNANDA,FABRICIO,35114
GABRIEL,VALDIR,56745
FABIANO,VERA,10623
DENISE,VALDIR,21034
ROGERIO,OSVALDO,58109
DAVI,TATIANE,38552
FABIO,MARIANA,80722
TATIANE,RAIMUNDA,93669
DAVI,ANDRE,78243
ADRIANA,LUZIA,35548
JOAO,ROBSON,78001
DAIANE,SANDRA,6113
MANOEL,CAIO,40671
CAROLINE,ANA,56926
ADRIANO,FABRICIO,61273
LETICIA,JAIR,31720
MARCIA,PRISCILA,86885
IGOR,RONALDO,31779
ROBSON,MARLENE,53762
LEONARDO,FERNANDA,56455
GUSTAVO,GABRIELA,22338
PRISCILA,CAROLINE,10203
BRUNA,MARIO,42339
VIVIANE,ROSA,95790
TEREZA,MAURO,38755
ALESSANDRO,SIMONE,60191
RENATO,JORGE,70719
ANDRESSA,ANA,90086
PEDRO,ROGERIO,36830
EDNA,VERA,23162
LUIZ,ANA,78813
FABIANO,MARLI,33421
LUIZA,ISABEL,2008
FABIANA,MARCELO,90286
PAULA,FABIANA,78141
BRUNA,VALDIR,9521
RAFAEL,ADRIANA,74661
LUCIA,RAIMUNDO,27642
JAIR,RITA,43798
MARCOS,FELIPE,36065
BRUNA,SABRINA,38630
TIAGO,BEATRIZ,53465
PEDRO,MANUEL,56128
REGINALDO,ALAN,51016
CLAUDIO,DANIELE,44839
JEFERSON,SAMUEL,89502
GUSTAVO,JORGE,42022
MARCO,WILLIAN,2815
SIMONE,MARINA,34718
ANDRESSA,WILLIAN,10891
REGINALDO,ANA,37111
BARBARA,MANOEL,42108
PAULA,MATHEUS,64564
SARA,LUZIA,47306
DEBORA,LUIZ,72066
SABRINA,GERALDO,8539
CARLOS,MARCOS,45537
RENATO,ELAINE,29980
EDNA,CAIO,57296
FATIMA,MONICA,19712
MARCO,NELSON,13859
FRANCISCO,ANDREIA,27954
DANILO,MONICA,16566
ALINE,EDNA,71366
ADRIANA,ANDREIA,59584
DOUGLAS,JONAS,90208
MARCOS,CELIA,33470
CRISTINA,JULIANA,54940
ALICE,MARIANA,47302
WILLIAN,SEVERINO,83388
DANIELA,DOUGLAS,33440
JOANA,DAVI,65482
SIMONE,DOUGLAS,42723
FRANCISCO,JEAN,90070
DEBORA,MANUEL,3730
GABRIEL,DIEGO,25353
BARBARA,LETICIA,48669
LAURA,CARLOS,17997
LUANA,MARINA,15579
GUSTAVO,LUAN,3452
FATIMA,GUSTAVO,28565
MATEUS,EVERTON,82487
MARLENE,SILVIA,9053
BARBARA,LUIS,61459
FABRICIO,WESLEY,19728
PEDRO,THAIS,74992
AMANDA,THAIS,98057
CARLA,JOAO,22330
DANILO,PAULO,2082
EVERTON,CRISTIANE,54989
REGINALDO,CICERO,97455
CAROLINA,DEBORA,6425
EVERTON,SUELI,23545
LUCIA,ADILSON,24450
CAIO,EDNA,49266
JOSEFA,CARLA,81623
LUZIA,SOLANGE,48356
CELIA,FERNANDO,2841
PATRICIA,ADRIANO,62836
SAMUEL,DIOGO,69493
HELENA,JULIANA,19639
JOANA,DENISE,11281
DAIANE,MARLENE,64935
FERNANDA,LEANDRO,23795
LUANA,TAIS,94422
MARCO,MARIA,1494
REGINA,PEDRO,99868
ALESSANDRO,LAURA,303
RODRIGO,EDNA,76342
TAIS,ELIAS,13471
HELENA,OSVALDO,82400
ALESSANDRO,FLAVIA,54698
SEBASTIAO,ERICA,59618
ANDREA,GERALDO,84707
SIMONE,ANDRESSA,42782
VICTOR,MATEUS,12312
FLAVIA,ISABEL,94258
VERA,MARTA,30681
GILBERTO,SABRINA,85498
ANTONIA,NELSON,23640
IGOR,DAVID,44683
FLAVIO,BEATRIZ,41946
VERA,VITOR,6608
MARCOS,DIEGO,15158
BRUNO,FATIMA,42110
THIAGO,RAQUEL,65611
SILVANA,JEFERSON,4114
ROGERIO,MONICA,93854
OSVALDO,IGOR,97085
LUCIANO,PATRICIA,17540
JULIANA,PAULA,87312
MARTA,REGINALDO,56218
BEATRIZ,BARBARA,93116
MARTA,CICERO,92170
MARCELO,ANDREIA,94187
ALEXANDRE,JULIANA,29533
ELAINE,JOANA,93789
ELIANE,RENATA,43531
GABRIELA,MONICA,75938
ANDREIA,MARIANA,83150
REGINALDO,MIGUEL,24830
TATIANE,MAURO,85011
FLAVIA,PRISCILA,55535
ALICE,ANDRE,32795
FABIANO,CAIO,76051
MIGUEL,NATALIA,18007
LUANA,BENEDITO,34638
RENATO,BARBARA,27693
SANDRA,CRISTIANE,41578
WESLEY,JORGE,3140
DENISE,ELIAS,17027
WILLIAN,VITOR,33400
ANDREA,ADRIANA,65687
CAROLINA,RICARDO,16324
TANIA,LUCIANA,96497
MATEUS,MARLENE,50592
NELSON,LEANDRO,26525
VERA,JOAQUIM,7878
ALESSANDRA,SAMUEL,62019
TIAGO,JOANA,38070
VICTOR,MANOEL,98347
MONICA,EDNA,33427
ROSANGELA,ISABELA,59793
DAVID,DANIELE,96767
VIVIANE,VANESSA,88189
JAQUELINE,VIVIANE,43408
CAROLINA,CARLA,45632
ADILSON,HELENA,65007
PATRICIA,MONICA,77209
FLAVIO,GILBERTO,16771
OSVALDO,VITORIA,70648
GABRIEL,MARINA,36384
DAVID,ALICE,18939
BIANCA,JOAQUIM,40059
LEONARDO,JAQUELINE,53479
VINICIUS,SARA,51067
ISABEL,VALERIA,90252
VANESSA,LUIZA,79474
TAIS,MANUEL,220
GUILHERME,RITA,62612
MATHEUS,CRISTIANO,18466
BEATRIZ,TEREZINHA,57924
EVERTON,TEREZA,95839
ROGERIO,GABRIEL,51554
FATIMA,LUCAS,83040
BARBARA,RAIMUNDA,88195
MARIO,CLAUDIO,47867
JORGE,MANOEL,25698
LUANA,SAMUEL,44255
LUIZ,LUCIANO,60324
EMERSON,ANTONIA,25563
IGOR,DAIANE,71767
FELIPE,PEDRO,8788
JOSE,THAIS,42440
SONIA,FERNANDO,33760
JANAINA,JULIO,53358
EVERTON,LARISSA,61564
SILVIA,ANDREA,95529
ALESSANDRO,FABRICIO,17107
CAROLINE,PAULA,145
BRUNA,EDNA,37830
DANILO,JORGE,79180
VINICIUS,MARCELO,79846
WILLIAN,ANGELA,6978
DANIEL,LUIZ,64499
TANIA,JONAS,88149
MARLI,ROSANA,8165
ALINE,GERALDO,4955
ALICE,HELENA,13176
CARLA,ANDRESSA,15802
ALICE,THAIS,48289
NATALIA,MARCIA,88051
SARA,MIGUEL,6867
GABRIELA,LAURA,27945
GILSON,BIANCA,61019
AMANDA,VINICIUS,285
JORGE,JOAQUIM,25508
LUCAS,DANIEL,4181
MARCO,VINICIUS,7626
FLAVIA,VALERIA,85027
BEATRIZ,SILVANA,39665
ELAINE,JOANA,16198
OSVALDO,VITOR,4987
MARIA,VALERIA,8099
LUAN,FERNANDA,94877
SEVERINO,LUZIA,94611
MICHELE,JOSEFA,65814
MAURICIO,AMANDA,85158
AMANDA,RAIMUNDA,90128
CARLOS,JEFERSON,57031
JORGE,ROSANA,63903
JOSEFA,OSVALDO,99131
FATIMA,TAIS,44374
SUELI,ISABEL,20403
ROGERIO,ELIAS,11278
GILSON,ANDRE,70774
DIOGO,MATHEUS,18537
EMERSON,MAURO,27389
GERALDO,MARINA,30076
VALERIA,CARLA,62162
SOLANGE,TEREZA,6410
FERNANDA,MARCOS,22289
CLAUDIO,FRANCISCA,71506
MARTA,LUIZA,75233
MARCIO,FLAVIA,81696
ANTONIO,TIAGO,54008
BENEDITO,JOAQUIM,11504
CAROLINA,GABRIELA,80583
DANIELE,FLAVIO,72705
MARTA,DAIANE,48730
ALINE,LUZIA,19153
LUCAS,ELIAS,67567
ANDREIA,ADRIANO,84154
MAURO,MIGUEL,50611
BIANCA,RITA,11478
MONICA,ANDERSON,51404
THAIS,JONAS,16605
ELIANA,ROBERTO,27770
VITOR,SOLANGE,47208
DAIANE,SANDRA,98678
LUIS,TEREZA,41800
JOANA,MANUEL,67712
REGINA,JAQUELINE,13913
APARECIDA,TANIA,54311
RAFAEL,LUIZA,16970
MARLENE,ELAINE,60189
LUCAS,JULIANA,41528
ELIAS,ROSA,82929
CAROLINE,BENEDITO,43387
ADRIANO,ELIANA,42915
MAURO,MICHELE,85263
SIMONE,EDUARDO,28822
ALICE,MAURO,16747
VINICIUS,JEFERSON,44303
WILSON,MANUEL,63938
ANA,EDSON,57088
CARLOS,ALESSANDRO,80222
ANTONIA,MARIANA,36146
ALESSANDRA,JOSEFA,42729
ELIAS,CLAUDIA,17167
JOSEFA,SILVIA,69045
JOAQUIM,CRISTIANO,10988
MARTA,GILMAR,46027
EDSON,DAIANE,54071
JAQUELINE,JOAO,24119
CAIO,ANTONIO,46168
VERA,RICARDO,27174
DEBORA,DAVID,55589
REGINA,RAQUEL,87604
MARCO,FABIANO,98526
DEBORA,JEAN,57206
MAURO,RAIMUNDA,49052
FERNANDA,CRISTIANO,60677
HELENA,ANDREA,85183
RAIMUNDA,CLAUDIA,39983
CAMILA,CAIO,87767
TIAGO,VICTOR,23192
MARCIA,RAQUEL,5473
TEREZA,GABRIELA,58059
EDSON,JORGE,53300
ALINE,VITORIA,45643
MARCO,VERA,18283
ALEXANDRE,ALICE,97441
TATIANE,ROSA,29169
EDNA,ANDREIA,19835
EMERSON,ELAINE,39425
FABRICIO,GILSON,45260
MARIO,HELENA,48420
SEBASTIAO,MICHELE,1039
LAURA,GERALDO,17243
JANAINA,DAIANE,56137
ALEX,NELSON,85744
RAFAELA,DIOGO,67487
CLAUDIA,CAROLINA,6879
LUCIANA,RENATA,47002
CAROLINE,MANUEL,91529
RAIMUNDO,LUZIA,68530
TATIANE,RONALDO,85821
SEVERINO,IGOR,86367
ALEX,GERALDO,14436
RAFAELA,JULIANA,89733
ANDREA,FELIPE,93831
SILVIA,MARTA,77463
TATIANE,ALEXANDRE,46422
GERALDO,ROBERTO,6958
PEDRO,SANDRA,34543
SABRINA,FELIPE,54763
MAURICIO,TANIA,72788
JOAQUIM,GUILHERME,71800
MARLENE,BARBARA,3570
CLAUDIO,LUIZA,49973
THIAGO,SOLANGE,69918
CLAUDIO,MARLI,89696
TAIS,DANILO,19301
RITA,RAFAELA,23009
VICTOR,LUZIA,7034
DANIELA,MARLI,32500
LUCIANA,RICARDO,83043
CRISTINA,SERGIO,5427
MATEUS,ROSANA,36808
LUANA,RAFAEL,13586
TAIS,ANDRE,51111
VERA,EDSON,60641
ISABELA,RONALDO,64160
VALERIA,MARLENE,63114
RITA,CAROLINA,17270
DENISE,ADRIANA,10361
MATEUS,THAIS,19279
PAULA,VIVIANE,67326
SARA,ALESSANDRO,39932
SILVANA,LEANDRO,15772
VITOR,RENATA,39610
AMANDA,TAIS,20494
MATEUS,LUANA,88337
DIEGO,BARBARA,809
ALEX,ALEXANDRE,21983
NATALIA,GABRIEL,63225
DIEGO,MARCOS,8763
FELIPE,BENEDITO,24455
LUIS,EDSON,47091
TAIS,LUIZ,66322
TAIS,ADRIANO,42683
FERNANDA,MONICA,30842
LARISSA,ANDERSON,7418
ELIAS,LUCAS,60361
DAVID,RAIMUNDA,47725
CRISTIANO,VINICIUS,6100
ROSANGELA,ALESSANDRA,7085
DANILO,GILMAR,69068
ANDERSON,TANIA,30783
THIAGO,SOLANGE,49803
VALDIR,DOUGLAS,71793
DEBORA,DAVI,65169
ANDRE,RITA,10493
TANIA,CARLOS,22434
